usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla
miramontestomas,88,084,blanco,4,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,180,True,False,2024-02-02 14:33:36,positivo
jacoboquesada,91,SuperFaro,verde,2,"Los SuperFaro no me convencieron, son muy regulares para el precio 🤷‍♀️",facebook,28,False,True,2025-06-27 23:47:16,negativo
jos89,13,Flip,verde,5,"10/10 los Flip ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,13,False,False,2024-05-18 22:21:45,positivo
violetavillalpando,18,084 Clásico,gris,5,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,facebook,21,True,True,2022-11-02 02:41:11,positivo
umaldonado,487,084,verde,2,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,7,False,False,2023-11-07 08:19:13,negativo
joseabreu,48,RL15,rojo,4,Bonitos los RL15 👌 buen precio para la calidad,tiktok,8,True,False,2026-03-21 01:10:45,positivo
cvanegas,466,Panam Alfa,verde,5,Bonitos los Panam Alfa 👌 buen precio para la calidad,amazon,81,True,False,2022-11-23 00:31:16,positivo
perla39,4,Vaivén,verde,5,Me encantaron mis Vaivén 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,35,True,True,2022-03-25 18:32:33,positivo
vcisneros,122,Urbano,rosa,4,Bonitos los Urbano 👌 buen precio para la calidad,amazon,4,True,False,2022-01-03 01:12:17,positivo
anabelmaya,4,084 Clásico,gris,5,"Cumple lo prometido, los 084 Clásico están bien para el uso diario 👍🏼",amazon,86,True,True,2022-10-09 22:06:52,positivo
mezaestefania,4806,084 Diamante,negro,5,Quedé enamoradísima de mis 084 Diamante ✨ buenísima calidad y precio 👌🥰,tiktok,42,True,True,2021-06-10 17:14:26,positivo
luis-miguel31,78,Barracuda,beige,1,Muy decepcionada con mis Barracuda 💔 esperaba muchísimo más por el precio que pagué 🙄,instagram,99,True,False,2024-04-29 05:17:27,negativo
flavio00,84,Vaivén,gris,4,"Buenos los Vaivén, me gustaron 👍 cumplen lo prometido",tiktok,10,True,True,2024-08-17 09:04:37,positivo
kperea,804,Barracuda,beige,5,"Súper recomendados los Barracuda, no me los quería quitar 😂❤️",instagram,33,True,False,2024-11-12 15:01:39,positivo
wochoa,995,Gran Prix,rosa,5,"Yo súper feliz con mis Gran Prix 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,26,True,False,2025-12-27 18:01:09,positivo
ecampos,71,Panam Alfa,negro,5,"Me gustaron los Panam Alfa, cómodos y bonitos para diario 🙂",twitter,71,True,False,2026-04-06 06:27:46,positivo
jeronimorazo,6689,084 Campeón,blanco,4,"Me gustaron los 084 Campeón, cómodos y bonitos para diario 🙂",tiktok,33,True,True,2021-12-21 07:41:30,positivo
lozanoalfredo,3834,084 Clásico,azul,2,Decepción total los 084 Clásico 😞 se ven baratos y se rompen aún más rápido 👎,tiktok,40,True,False,2024-01-21 12:46:36,negativo
fernando15,228,Urbano,verde,5,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,amazon,10,False,False,2022-10-16 19:29:04,positivo
ucruz,16,084 Campeón,rojo,5,Mejor compra del año!! Los 084 Campeón son una BELLEZA 🔥🔥🔥 #PanamForever,google_reviews,10,True,True,2021-12-25 08:06:25,positivo
mirelesnoemi,16,084 Clásico,beige,4,"Regulares los 084 Clásico, esperaba un poquito más pero también un poquito menos",twitter,7,True,False,2025-06-14 02:59:05,neutro
pradoteresa,230,084 Diamante,verde,1,"Mala compra los 084 Diamante, no son lo que esperaba ☹️ poco durables",amazon,4,True,False,2022-09-30 22:36:13,negativo
dcortez,51,Gran Prix,azul,2,"Esperaba más de los Gran Prix, la suela es muy delgada 😕 regulares",tiktok,55,True,False,2022-03-16 21:51:03,negativo
luis36,390,084 Campeón,verde,3,Mis 084 Campeón son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,103,False,True,2026-01-21 21:08:20,positivo
veronica44,432,084 Clásico,gris,5,BUENÍSIMOS los 084 Clásico!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,google_reviews,69,True,False,2023-05-14 08:24:19,positivo
arroyocelia,1733,Panam Alfa,gris,3,Me encantaron mis Panam Alfa 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,21,False,True,2026-03-17 17:46:06,positivo
dcorrales,22,Panam Alfa,rojo,4,Mis Panam Alfa son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,13,True,True,2024-05-31 08:52:34,positivo
ponceeric,39,Panam Alfa,azul,3,"Compré los Panam Alfa, son tenis. Punto.",twitter,9,True,False,2023-11-07 10:43:11,neutro
gfeliciano,0,084 Campeón,blanco,2,Horrible calidad los 084 Campeón 😠 ni para regalar #malacompra #panam,facebook,45,True,False,2021-07-25 06:30:49,negativo
jorgelovato,54,Barracuda,blanco,2,Buena calidad los Barracuda pero la entrega tardó 3 semanas 😑 ojo con eso,twitter,25,True,False,2022-01-15 21:07:10,mixto
tcarrillo,196,084 Campeón,blanco,2,"Los 084 Campeón cumplen, los uso para diario nomás",twitter,14,True,False,2024-09-22 04:50:06,neutro
qsaenz,2,Panam Alfa,blanco,4,"Los Panam Alfa cumplen, los uso para diario nomás",tiktok,10,False,False,2023-08-07 15:40:54,neutro
tovarcarolina,2,084,rosa,4,Me encantaron mis 084 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,91,True,False,2022-12-01 17:15:52,positivo
carla52,4672,084,verde,5,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,29,True,False,2025-02-19 06:56:06,positivo
irizarryesmeralda,47,084,beige,5,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",google_reviews,46,True,False,2025-04-20 04:45:22,positivo
mauricio49,286,084 Campeón,rosa,4,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",twitter,23,True,False,2021-11-13 19:41:10,positivo
virginiacalderon,50,084 Diamante,rosa,3,"Los 084 Diamante están ok, nada del otro mundo 🤷",facebook,22,True,False,2022-01-27 14:19:18,neutro
maria69,303,Vital,rojo,5,Compré los Vital para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,41,True,False,2023-04-13 04:06:08,positivo
ontiverosliliana,180,084 Diamante,azul,3,Me gustaron los 084 Diamante aunque son un poco apretados al principio 😬 ya cedieron,twitter,74,False,False,2024-11-26 22:59:28,mixto
pvega,1981,084 Diamante,blanco,4,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",facebook,1,True,False,2025-05-25 00:12:40,positivo
eloy60,117,Vital,verde,2,Cómodos los Vital pero el color destiñe en 2 lavadas 😕 mitad y mitad,instagram,47,False,True,2025-08-13 06:55:13,mixto
gerardorangel,228,084 Clásico,beige,2,Pésima atención y los 084 Clásico llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,facebook,94,True,False,2022-10-25 10:18:42,negativo
manuelespinoza,25,RL15,verde,3,Me gustaron los RL15 aunque son un poco apretados al principio 😬 ya cedieron,amazon,16,False,True,2022-06-02 08:37:54,mixto
pinaeloy,1002,084,azul,4,Bonitos los 084 pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,tiktok,62,False,False,2025-01-18 00:47:41,mixto
rosariocordero,44,Urbano,verde,2,PÉSIMOS los Urbano 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,29,True,False,2023-07-16 12:55:20,negativo
daniel16,93,084 Diamante,azul,5,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",tiktok,89,True,False,2026-01-28 21:02:35,positivo
uurias,534,084 Campeón,beige,2,Cómodos los 084 Campeón pero el color destiñe en 2 lavadas 😕 mitad y mitad,tiktok,3,False,False,2023-09-11 10:32:50,mixto
yalcala,101,084 Campeón,negro,4,"10/10 los 084 Campeón ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",instagram,45,True,False,2026-05-05 20:22:11,positivo
acarreon,175,SuperFaro,gris,4,"Cumple lo prometido, los SuperFaro están bien para el uso diario 👍🏼",amazon,14,False,True,2022-08-14 05:39:42,positivo
maytevillalobos,0,Urbano,verde,5,Mis Urbano son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,69,True,False,2026-04-20 15:04:25,positivo
caraballomarisol,22,Vaivén,azul,3,BASURA los Vaivén 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,25,False,True,2022-03-16 01:54:51,negativo
magdalena56,4888,Caimán,beige,4,"Compré los Caimán, son tenis. Punto.",google_reviews,35,True,True,2023-08-04 22:58:33,neutro
kruelas,28,Vital,negro,4,Increíbles!! Los Vital se ven y se sienten premium 🔝🔥 vale cada peso,google_reviews,10,True,False,2025-05-15 00:26:02,positivo
de-leonrodolfo,43,084 Diamante,negro,5,Mejor compra del año!! Los 084 Diamante son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,88,True,False,2024-10-09 07:26:16,positivo
rebecapadilla,3,Ultra,gris,5,"Me gustaron los Ultra, cómodos y bonitos para diario 🙂",amazon,33,True,False,2021-09-03 19:21:24,positivo
smeraz,254,Urbano,gris,4,Me encantaron mis Urbano 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,twitter,28,False,False,2023-05-14 10:43:04,positivo
roldanrene,918,084 Campeón,rosa,5,Quedé enamoradísima de mis 084 Campeón ✨ buenísima calidad y precio 👌🥰,amazon,21,True,False,2024-07-06 10:42:45,positivo
mirandauriel,183,Urbano,rosa,1,Horrible calidad los Urbano 😠 ni para regalar #malacompra #panam,tiktok,134,True,False,2023-12-28 09:34:54,negativo
irma13,642,Vaivén,verde,3,"Regulares los Vaivén, esperaba un poquito más pero también un poquito menos",tiktok,7,True,True,2022-06-27 20:01:55,neutro
esparta54,264,084,azul,5,Bonitos los 084 👌 buen precio para la calidad,twitter,87,False,False,2024-11-21 04:20:54,positivo
escobedoesparta,15,084,rosa,4,"Normales los 084, ni bien ni mal 🤷‍♂️",tiktok,1,False,False,2023-02-22 01:56:22,neutro
wrubio,18459,084 Campeón,verde,3,Me gustaron los 084 Campeón aunque son un poco apretados al principio 😬 ya cedieron,google_reviews,3,False,True,2025-09-27 00:39:29,mixto
cesar82,171,Ultra,rojo,2,Pésima atención y los Ultra llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,37,False,False,2021-11-26 04:16:37,negativo
judith62,97,084 Campeón,gris,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,amazon,41,False,False,2025-10-21 05:08:05,positivo
delgadillojuan-carlos,3,Perestroika,blanco,4,"Súper recomendados los Perestroika, no me los quería quitar 😂❤️",instagram,2,False,False,2023-01-19 22:47:40,positivo
haroantonio,26,Vital,azul,5,Mis Vital son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,tiktok,30,False,False,2025-03-24 10:48:04,positivo
muroleonardo,392,Urbano,rojo,5,"Buenos los Urbano, me gustaron 👍 cumplen lo prometido",google_reviews,22,True,False,2023-09-04 12:45:51,positivo
frida86,6,Gran Prix,rosa,3,"Normales los Gran Prix, ni bien ni mal 🤷‍♂️",tiktok,9,True,False,2022-05-26 04:09:03,neutro
guardadoberta,46,084 Diamante,negro,5,MARAVILLOSOS los 084 Diamante 😍 como caminar en nubes ☁️☁️ los amo,facebook,11,True,False,2025-07-02 22:06:07,positivo
ediaz,1184,Panam Alfa,azul,4,"Súper recomendados los Panam Alfa, no me los quería quitar 😂❤️",facebook,32,False,False,2026-05-03 16:29:04,positivo
ana-maria24,1636,084 Campeón,beige,4,"Compré los 084 Campeón, son tenis. Punto.",facebook,26,True,True,2022-02-11 03:37:54,neutro
andres60,58,Panam Alfa,verde,5,"10/10 los Panam Alfa ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,18,True,False,2022-09-24 10:46:40,positivo
martingarza,217,084 Campeón,blanco,3,Bonitos los 084 Campeón pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,instagram,37,False,False,2023-02-07 14:30:03,mixto
tania68,364,Panam Alfa,rosa,3,Bonitos los Panam Alfa 👌 buen precio para la calidad,instagram,26,True,False,2021-07-07 14:44:00,positivo
rojoguillermo,166,Urbano,negro,4,"Decentes los Urbano, no son los mejores pero cumplen 🙂",facebook,62,True,False,2022-10-26 10:17:53,positivo
garridopatricio,362,084 Diamante,beige,4,"AMO mis 084 Diamante 💖 ya pedí otro par en otro color, hermosos",twitter,6,True,True,2023-12-11 08:14:49,positivo
dulce65,45,Perestroika,rojo,1,Decepción total los Perestroika 😞 se ven baratos y se rompen aún más rápido 👎,amazon,21,True,False,2025-04-01 08:53:39,negativo
mariano74,232,084 Diamante,rojo,2,Muy decepcionada con mis 084 Diamante 💔 esperaba muchísimo más por el precio que pagué 🙄,amazon,89,True,False,2025-10-09 21:05:48,negativo
gviera,9,Urbano,beige,3,"Compré los Urbano, son tenis. Punto.",facebook,1,True,False,2021-05-29 03:23:46,neutro
marisol99,35,084 Diamante,beige,4,"Súper recomendados los 084 Diamante, no me los quería quitar 😂❤️",twitter,56,False,False,2023-10-01 13:26:14,positivo
flavio71,13,084,rojo,2,"Incomodísimos los 084, me lastimaron los pies después de 1 hr 😣",instagram,8,True,False,2024-03-16 02:38:52,negativo
silvia54,67,084,blanco,3,"Compré los 084, son tenis. Punto.",facebook,8,False,False,2023-07-26 16:02:45,neutro
jose-maria28,7,RL15,rojo,5,"Cumple lo prometido, los RL15 están bien para el uso diario 👍🏼",facebook,34,True,True,2023-05-22 21:44:33,positivo
zapataconchita,282,Perestroika,rojo,1,Pésima atención y los Perestroika llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,tiktok,12,True,False,2024-01-24 05:33:40,negativo
amadorsalinas,232,Perestroika,gris,3,"Los Perestroika cumplen, los uso para diario nomás",facebook,14,True,True,2023-11-10 17:24:02,neutro
diana66,593,Barracuda,azul,4,Compré los Barracuda para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,twitter,37,True,False,2021-08-24 01:05:50,positivo
ana-luisagaribay,699,084 Diamante,negro,2,Terrible experiencia con los 084 Diamante 💔 mala calidad y peor servicio al cliente 😡,facebook,7,True,False,2025-11-22 08:48:13,negativo
gmunoz,448,Vaivén,beige,3,"Los Vaivén cumplen, los uso para diario nomás",instagram,27,True,True,2023-11-24 23:40:11,neutro
ursulavaldez,102,084 Diamante,gris,5,Bonitos los 084 Diamante 👌 buen precio para la calidad,google_reviews,92,False,False,2022-11-20 01:59:23,positivo
evelio72,275,Panam Alfa,rojo,4,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,18,True,False,2023-07-18 22:00:04,positivo
amaliaburgos,122,084 Clásico,gris,1,"Los 084 Clásico no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,65,True,False,2023-03-27 19:56:39,negativo
mateo46,343,Vital,rojo,5,Mejor compra del año!! Los Vital son una BELLEZA 🔥🔥🔥 #PanamForever,google_reviews,81,False,False,2024-02-29 16:19:03,positivo
ramiro94,36,084 Diamante,rojo,4,Buena calidad los 084 Diamante pero la entrega tardó 3 semanas 😑 ojo con eso,amazon,231,True,False,2025-04-16 04:01:12,mixto
rodrigezcarlos,821,Urbano,gris,5,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,facebook,53,False,False,2026-04-23 09:59:56,positivo
rodriquezjulio,11,084 Campeón,blanco,1,"Mala compra los 084 Campeón, no son lo que esperaba ☹️ poco durables",tiktok,18,True,False,2025-08-08 05:49:09,negativo
olivarezlucia,466,084 Diamante,rosa,1,Pésima atención y los 084 Diamante llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,amazon,8,True,True,2023-11-19 06:32:19,negativo
jayala,323,084 Diamante,blanco,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",amazon,4,True,False,2022-07-07 02:13:01,positivo
ana-luisaparra,245,084,rosa,5,"AMO mis 084 💖 ya pedí otro par en otro color, hermosos",twitter,0,True,False,2026-03-10 09:19:48,positivo
ucollazo,56,Urbano,verde,3,"Esperaba más de los Urbano, la suela es muy delgada 😕 regulares",google_reviews,1,True,False,2022-11-17 15:53:47,negativo
saavedraalta-gracia,43,SuperFaro,beige,2,"Los SuperFaro cumplen, los uso para diario nomás",google_reviews,2,True,False,2022-11-06 16:29:40,neutro
sandra00,112,RL15,negro,4,"Súper recomendados los RL15, no me los quería quitar 😂❤️",facebook,2,True,True,2025-03-10 19:03:11,positivo
luis-miguel29,651,Vaivén,rosa,5,"Súper recomendados los Vaivén, no me los quería quitar 😂❤️",twitter,24,True,False,2022-09-10 13:18:00,positivo
ibueno,124,Vaivén,negro,5,"Súper recomendados los Vaivén, no me los quería quitar 😂❤️",amazon,44,True,False,2025-01-12 19:23:17,positivo
bpaez,137,SuperFaro,gris,5,"AMO mis SuperFaro 💖 ya pedí otro par en otro color, hermosos",twitter,39,False,True,2025-05-28 13:03:57,positivo
cacuna,382,Ultra,verde,5,"Los mejores tenis que he tenido!! Los Ultra son cómodos, bonitos y baratos 👌🔥",google_reviews,23,True,True,2025-11-19 17:14:13,positivo
biancaalcaraz,86,084,azul,1,"Los 084 son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,27,False,False,2024-02-01 09:28:26,negativo
alfonsoacuna,36,Flip,negro,3,"Los Flip cumplen, los uso para diario nomás",facebook,25,True,False,2023-06-18 09:07:05,neutro
ana-mariamarrero,35,084,verde,3,Buena calidad los 084 pero la entrega tardó 3 semanas 😑 ojo con eso,facebook,29,False,True,2022-06-10 21:17:56,mixto
oliverajosefina,0,RL15,gris,5,"Me gustaron los RL15, cómodos y bonitos para diario 🙂",amazon,20,True,False,2023-12-13 09:07:02,positivo
cristobalarmenta,70,Vaivén,verde,5,"Súper recomendados los Vaivén, no me los quería quitar 😂❤️",twitter,8,True,True,2023-11-18 19:05:33,positivo
eva89,44,Flip,negro,1,"Mala compra los Flip, no son lo que esperaba ☹️ poco durables",facebook,8,True,False,2025-10-20 16:33:56,negativo
elvia25,369,084 Diamante,rosa,4,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",instagram,26,False,False,2025-07-07 05:53:35,positivo
jose-maria26,122,084,verde,2,Me quedaron grandes los 084 y la talla era la correcta 😒 mala medición,twitter,59,True,False,2021-07-04 17:33:54,negativo
mateoceja,64,Urbano,verde,5,Excelentísimos los Urbano ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,15,True,False,2023-02-21 11:00:22,positivo
villalpandojuana,19,Caimán,verde,2,"Los Caimán están ok, nada del otro mundo 🤷",tiktok,7,False,False,2022-10-13 07:56:14,neutro
navarrotania,32,Vital,beige,5,Me encantaron mis Vital 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,87,True,False,2021-08-30 09:32:25,positivo
xherrera,16,Gran Prix,gris,2,Me quedaron grandes los Gran Prix y la talla era la correcta 😒 mala medición,tiktok,66,False,True,2025-11-22 16:08:09,negativo
villegasbernardo,76,Vital,rojo,4,"Me gustaron los Vital, cómodos y bonitos para diario 🙂",instagram,15,True,False,2022-04-07 05:02:39,positivo
arriagagabriel,885,SuperFaro,blanco,4,"Me gustaron los SuperFaro, cómodos y bonitos para diario 🙂",instagram,100,False,False,2024-11-21 04:33:36,positivo
holivares,5763,Panam Alfa,verde,5,Quedé enamoradísima de mis Panam Alfa ✨ buenísima calidad y precio 👌🥰,instagram,48,True,False,2025-12-31 15:51:13,positivo
guadalupe23,617,084 Diamante,negro,5,"AMO mis 084 Diamante 💖 ya pedí otro par en otro color, hermosos",twitter,95,True,False,2021-06-04 05:19:08,positivo
dolores18,3,Perestroika,azul,4,"Súper recomendados los Perestroika, no me los quería quitar 😂❤️",google_reviews,58,True,False,2023-08-23 02:28:36,positivo
dianacantu,22,Vaivén,gris,3,"Los Vaivén están ok, nada del otro mundo 🤷",twitter,21,True,False,2025-09-11 18:02:51,neutro
leyvagabino,38,RL15,blanco,4,Bonitos los RL15 👌 buen precio para la calidad,twitter,5,True,False,2022-04-01 11:07:04,positivo
mfarias,898,SuperFaro,azul,4,"AMO mis SuperFaro 💖 ya pedí otro par en otro color, hermosos",twitter,19,True,False,2023-01-16 21:54:53,positivo
liliana35,365,Urbano,negro,1,Terrible experiencia con los Urbano 💔 mala calidad y peor servicio al cliente 😡,facebook,46,False,True,2024-10-30 09:09:37,negativo
javier08,5,Vaivén,negro,1,BASURA los Vaivén 🤮 me lastimaron los pies horrible 👎 nunca más,facebook,73,True,False,2025-07-26 10:24:40,negativo
hildamenendez,51,Vital,beige,5,"Muy cómodos los Vital, me los recomendó mi hermana ✌️ buena compra",twitter,13,True,True,2023-05-04 21:30:06,positivo
alcantaryeni,261,Barracuda,blanco,3,"Incomodísimos los Barracuda, me lastimaron los pies después de 1 hr 😣",facebook,94,True,True,2022-02-06 20:03:14,negativo
velawendolin,20,Ultra,blanco,5,Increíbles!! Los Ultra se ven y se sienten premium 🔝🔥 vale cada peso,amazon,20,True,False,2025-07-19 10:35:18,positivo
espartacosegura,64,Perestroika,azul,5,"Buenos los Perestroika, me gustaron 👍 cumplen lo prometido",tiktok,0,False,False,2021-12-25 11:31:17,positivo
hidalgosofia,2,084 Clásico,rosa,4,"Yo súper feliz con mis 084 Clásico 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,1,True,False,2023-04-24 12:04:53,positivo
qlucio,11,084 Diamante,beige,1,Pésima atención y los 084 Diamante llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,instagram,17,True,False,2025-04-17 18:33:02,negativo
camarillojos,216,SuperFaro,rojo,1,Terrible experiencia con los SuperFaro 💔 mala calidad y peor servicio al cliente 😡,twitter,2,True,True,2021-09-05 20:43:04,negativo
arcelia56,152,Vaivén,rosa,2,"Los Vaivén están ok, nada del otro mundo 🤷",instagram,1,True,False,2022-05-01 09:43:49,neutro
armentaadan,46018,Urbano,beige,5,"AMO mis Urbano 💖 ya pedí otro par en otro color, hermosos",facebook,20,True,False,2022-07-10 06:57:32,positivo
aliciamuniz,358,084 Diamante,beige,3,"Normales los 084 Diamante, ni bien ni mal 🤷‍♂️",twitter,5,True,False,2025-01-25 05:52:52,neutro
esteban55,34,Vital,rosa,2,BASURA los Vital 🤮 me lastimaron los pies horrible 👎 nunca más,twitter,115,True,False,2022-11-25 11:15:14,negativo
pachecoclaudia,309,Vital,blanco,2,"Los Vital no me convencieron, son muy regulares para el precio 🤷‍♀️",amazon,17,True,False,2025-03-24 17:30:48,negativo
carmen76,199,084 Clásico,beige,5,"Muy cómodos los 084 Clásico, me los recomendó mi hermana ✌️ buena compra",instagram,12,False,True,2022-10-06 11:26:41,positivo
centenoclemente,92,Urbano,blanco,2,BASURA los Urbano 🤮 me lastimaron los pies horrible 👎 nunca más,amazon,65,False,False,2022-09-13 12:54:14,negativo
penanelly,162,Urbano,verde,5,"10/10 los Urbano ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,40,True,False,2025-06-13 22:21:59,positivo
nduran,235,084 Campeón,negro,5,Compré los 084 Campeón para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,amazon,5,True,False,2024-07-29 03:47:29,positivo
perla02,540,Ultra,beige,4,"10/10 los Ultra ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,75,False,False,2025-06-15 04:33:03,positivo
acarreon,23,084,rosa,5,"AMO mis 084 💖 ya pedí otro par en otro color, hermosos",twitter,14,False,False,2025-02-03 11:35:29,positivo
barajasramiro,2232,Vaivén,rosa,5,"Cumple lo prometido, los Vaivén están bien para el uso diario 👍🏼",twitter,95,True,False,2024-01-07 14:48:04,positivo
sosamitzy,26,Vaivén,negro,2,Bonitos los Vaivén pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,twitter,39,True,False,2026-02-24 17:53:11,mixto
wendolinmireles,157,Urbano,azul,5,Me encantaron mis Urbano 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,24,True,False,2025-10-05 02:23:56,positivo
prietoveronica,42,084,rosa,5,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",google_reviews,9,True,True,2023-06-17 14:45:55,positivo
qmontemayor,83,084 Diamante,azul,2,Me gustaron los 084 Diamante aunque son un poco apretados al principio 😬 ya cedieron,twitter,37,False,True,2024-08-14 02:00:07,mixto
marianaayala,1908,SuperFaro,rojo,3,"Normales los SuperFaro, ni bien ni mal 🤷‍♂️",amazon,5,True,False,2021-06-11 11:49:31,neutro
juanarodarte,291,084 Diamante,rosa,3,"Buenos los 084 Diamante, me gustaron 👍 cumplen lo prometido",tiktok,55,True,False,2025-07-24 19:39:11,positivo
eduardosalazar,292,084 Clásico,beige,2,BASURA los 084 Clásico 🤮 me lastimaron los pies horrible 👎 nunca más,amazon,6,True,False,2024-01-27 11:42:42,negativo
almaledesma,22,Vital,beige,1,"Los Vital son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,60,False,False,2021-10-09 17:56:33,negativo
maria-eugeniaochoa,5025,RL15,rojo,1,Horrible calidad los RL15 😠 ni para regalar #malacompra #panam,instagram,48,True,False,2024-10-10 06:01:59,negativo
eloyrico,148,084,gris,5,Excelentísimos los 084 ✨ los uso para correr y son perfectos 🏃‍♂️💨,google_reviews,16,True,True,2025-02-14 08:38:39,positivo
fbueno,72,Urbano,beige,5,BUENÍSIMOS los Urbano!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,instagram,6,True,False,2025-02-23 07:20:12,positivo
genaro70,341,084,rojo,2,Bonitos los 084 pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,google_reviews,32,False,False,2022-03-21 05:09:44,mixto
cpaz,219,Vaivén,gris,1,"Incomodísimos los Vaivén, me lastimaron los pies después de 1 hr 😣",instagram,39,True,False,2026-01-31 06:13:13,negativo
bustospamela,24,Urbano,beige,5,Excelentísimos los Urbano ✨ los uso para correr y son perfectos 🏃‍♂️💨,amazon,85,False,True,2023-12-08 15:59:28,positivo
trinidadreyes,16,Panam Alfa,gris,5,"Decentes los Panam Alfa, no son los mejores pero cumplen 🙂",twitter,18,True,True,2024-03-30 07:27:09,positivo
carlos37,788,Caimán,beige,2,Terrible experiencia con los Caimán 💔 mala calidad y peor servicio al cliente 😡,twitter,83,True,False,2024-03-02 17:11:39,negativo
tnarvaez,2438,Ultra,gris,1,"Incomodísimos los Ultra, me lastimaron los pies después de 1 hr 😣",instagram,31,False,False,2025-03-12 06:47:13,negativo
calderonvanesa,10,Vital,gris,4,"AMO mis Vital 💖 ya pedí otro par en otro color, hermosos",facebook,40,True,False,2023-03-26 06:11:04,positivo
mondragonangelica,19,Caimán,negro,4,"AMO mis Caimán 💖 ya pedí otro par en otro color, hermosos",instagram,56,True,True,2023-10-30 11:23:38,positivo
fidel02,1737,Barracuda,gris,4,Mis Barracuda son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,twitter,30,True,False,2025-07-14 05:10:40,positivo
cynthiacarbajal,52,Perestroika,rojo,5,Por fin unos tenis que duran! Los Perestroika ya tienen 8 meses y siguen como nuevos 💪,amazon,43,True,False,2023-07-05 08:42:23,positivo
